Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR8942349	2019-04-23 13:23:30	2019-04-23 13:20:09	451950	89280135	451950	197	61	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942349.sralite.1	SRX2024007	NCS-005-Meconium_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618437	SAMN05525334	simple	646099	human metagenome	NCS-005-Meconium_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	F8FC30A5BFBA8F1B184894AFEB197DCF	F8B0EF687D84AA42814EBBE2129D2A76
SRR8942350	2019-04-23 13:23:30	2019-04-23 13:20:30	530674	106544921	530674	200	58	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942350.sralite.1	SRX2024029	NCS-005-Stool-maternal_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618460	SAMN05525336	simple	646099	human metagenome	NCS-005-Stool-maternal_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	60A2E7E0F34440EE0A8EF9491C391F26	29ABF66BB051ABF0057DA454594D3B9C
SRR8942351	2019-04-23 13:28:13	2019-04-23 13:27:10	13955060	2790679752	13955060	199	1618	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942351.sralite.1	SRX2024051	NCS-006-Stool-infant_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618482	SAMN05525338	simple	646099	human metagenome	NCS-006-Stool-infant_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	31CAE65F875E36BFB11AB02EF8A78DC7	6DF6F57E56846CAF565F3A91A31FCF91
SRR8942352	2019-04-23 13:36:13	2019-04-23 13:33:55	11732594	2345060320	11732594	199	1431	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942352.sralite.1	SRX2024073	NCS-006-Stool-maternal3_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618504	SAMN05525340	simple	646099	human metagenome	NCS-006-Stool-maternal3_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	D263E8C83F6B68BBA7FFD57C3070F9B8	D024049E07D6F9AAAEFAF924A20A7BB2
SRR8942361	2019-04-23 13:41:12	2019-04-23 13:38:10	21868211	4377885978	21868211	200	2555	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942361.sralite.1	SRX2023983	NCS-012-Stool-infant1_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618415	SAMN05525348	simple	646099	human metagenome	NCS-012-Stool-infant1_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	CA775AC9384676885BB7CF156639D171	1CFB1E4074F7EBE7112359330489C9AF
SRR8942360	2019-04-23 13:33:12	2019-04-23 13:31:09	15391269	3072053684	15391269	199	1824	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/942/SRR8942360.sralite.1	SRX2024005	NCS-012-Stool-infant_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618440	SAMN05525350	simple	646099	human metagenome	NCS-012-Stool-infant_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	9BCA371B73733C9C08791E9892527EAF	BE49F34078C70EF199CA9B5E85EC6E2A
SRR8942362	2019-04-23 13:25:44	2019-04-23 13:24:20	6701344	1343130062	6701344	200	748	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/942/SRR8942362.sralite.1	SRX2024008	NCS-012-Stool-maternal1_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618438	SAMN05525352	simple	646099	human metagenome	NCS-012-Stool-maternal1_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	8D5D590252A77BC7C201644CE70BA794	2CD65EF02807001053A6CA731B30F9AF
SRR8942363	2019-04-23 13:24:12	2019-04-23 13:22:26	7488566	1504614139	7488566	200	774	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942363.sralite.1	SRX2024010	NCS-012-Stool-maternal3_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618441	SAMN05525354	simple	646099	human metagenome	NCS-012-Stool-maternal3_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	185C7F4DAEC826857B8287B62F3635A5	1054AD44669AE50DDD3626128D3964A6
SRR8942364	2019-04-23 13:29:27	2019-04-23 13:27:30	19976424	3988406894	19976424	199	2445	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/942/SRR8942364.sralite.1	SRX2024012	NCS-013-Stool-infant_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618443	SAMN05525356	simple	646099	human metagenome	NCS-013-Stool-infant_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	707A8E8D7B873746E2855BD6A5B82FFD	6F4902987CD62EF233D4597CD1989073
SRR8942366	2019-04-23 13:28:13	2019-04-23 13:26:57	8815224	1743274391	8815224	197	1142	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/942/SRR8942366.sralite.1	SRX2024014	NCS-014-Stool-maternal_microbiome.out_1	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP078001	PRJNA322188	NA	322188	SRS1618444	SAMN05525358	simple	646099	human metagenome	NCS-014-Stool-maternal_microbiome	NA	NA	NA	NA	NA	NA	no	NA	NA	NA		BAYLOR COLLEGE OF MEDICINE	SRA452779	NA	public	7D23B81509BD095904AC41D2BB82DC5B	C8B1BFBEC63B843BAF351E89697F3959
