Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR1761722	2015-02-15 00:00:00	2015-01-20 15:28:54	341992	30208028	0	88	20	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761722/SRR1761722.sralite.1	SRX844744	HCO02.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820576	SAMN03283237	simple	408170	human gut metagenome	HCO02	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	9FC9CFB8FBC683881B99DE2C9708B22E	F105260DFCB11FCDC408C232C82BA63D
SRR1761723	2015-02-15 00:00:00	2015-01-20 15:29:01	816559	72289411	0	88	49	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761723/SRR1761723.sralite.1	SRX844745	HCO07.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820577	SAMN03283238	simple	408170	human gut metagenome	HCO07	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	5242A5ADC9A366C588B07BA8D9376815	EFACCA62536A3CC5581CE7870783E0C2
SRR1761729	2015-02-15 00:00:00	2015-01-20 15:30:58	734599	66001182	0	89	45	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761729/SRR1761729.sralite.1	SRX844746	HCO64.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820579	SAMN03283244	simple	408170	human gut metagenome	HCO64	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	93C5686D366422E38EC6DD8079D49E40	9A66F8C650AC676F577F40D8B6B7D04D
SRR1761730	2015-02-15 00:00:00	2015-01-20 15:30:59	839928	73111891	0	87	50	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761730/SRR1761730.sralite.1	SRX844747	HCO67.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820580	SAMN03283245	simple	408170	human gut metagenome	HCO67	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	10F52C69AA0973E2A36B90FEAB610A8B	5A58F3CE00B6B54A0E9A8F93794DDCE1
SRR1761731	2015-02-15 00:00:00	2015-01-20 15:30:57	761296	67518657	0	88	46	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761731/SRR1761731.sralite.1	SRX844748	HCO70.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820581	SAMN03283246	simple	408170	human gut metagenome	HCO70	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	8CFD656A37A45AD71B0E056AB3FDE575	9616C4C874CD9A53BF6C43B17968606F
SRR1761732	2015-02-15 00:00:00	2015-01-20 15:31:51	3183329	384757966	0	120	233	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761732/SRR1761732.sralite.1	SRX844749	HCO72.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820582	SAMN03283247	simple	408170	human gut metagenome	HCO72	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	6FC87E3F214DD435CAA1B8A72D8F00D5	425929D1A2AB6867483481D792378935
SRR1761733	2015-02-15 00:00:00	2015-01-20 15:30:58	563212	50596369	0	89	34	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761733/SRR1761733.sralite.1	SRX844750	HCO74.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820583	SAMN03283248	simple	408170	human gut metagenome	HCO74	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	2AB496BD6E51E0E1C5F86C3E412D1BA4	72766D91F86EFA14C6DE75EFB65B2D45
SRR1761734	2015-02-15 00:00:00	2015-01-15 18:40:56	1980029	134559959	0	67	94	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761734/SRR1761734.sralite.1	SRX844751	NO01.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820584	SAMN03283249	simple	408170	human gut metagenome	NO01	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	EAC01C09E7B1512D34B35874BBC675CA	50DBB28E9534AA1140F5CFE66969331F
SRR1761735	2015-02-15 00:00:00	2015-01-15 21:43:15	2212924	148406285	0	67	104	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761735/SRR1761735.sralite.1	SRX844752	NO02.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820585	SAMN03283250	simple	408170	human gut metagenome	NO02	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	5C12E840167BAD456D43690D7205CA23	47F14AFFAEF7D959CBF7A414A4AD6D6F
SRR1761736	2015-02-15 00:00:00	2015-01-16 00:06:28	2333839	155706244	0	66	109	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/761/SRR1761736/SRR1761736.sralite.1	SRX844753	NO03.single	WGS	RANDOM	METAGENOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP052307	PRJNA268964	2	268964	SRS820586	SAMN03283251	simple	408170	human gut metagenome	NO03	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	UNIVERSITY OF OKLAHOMA	SRA232501	NA	public	A84CCEE8B7AC0DFCE9F5B2CF3D7A2E1A	C61563E334E679A67855B01AC702A905
